time,temperature,pressure,humidity,wind_speed,wind_direction,precipitation
2024-12-05 00:59:17.401064+00:00,62.752627833206205,28.730108604892212,12.567173732841523,0.7454843840126941,0.0,0.0
2024-12-05 00:59:19.401821+00:00,62.752627833206205,28.730108604892212,12.578233811036508,0.0,0.0,0.0
2024-12-05 10:59:19.401821+00:00,62.752627833206205,28.730108604892212,12.578233811036508,0.0,0.0,0.0
2024-03-19 16:20:16.246197+00:00,36.53052270889748,14.665496192953924,13.764809566913723,0.182739821,20.0,1.0
